Run,DiagnosticProfile,Variant,DiagnosticOnly,DiagnosticLabel,Hypothesis,Role,CandidateID,BaseExperimentID,DiagnosticExperimentID,ProfileDefinitionSHA256,DiagnosticContractSHA256,ValidatedPrimaryToken,PrimaryFailureSHA256,ControlHorizonComparator,ReintroductionHorizonComparator,SelectionMode,ReintroductionIndexMode,BlendingMode,SurvivalMode,ObjectiveMode,CheckpointPlacement,MutationMode,UnsafeWholeRowMutationIncluded,InstanceSeed,PopulationSeed,AlgorithmSeed,AnalysisSeed,AllowedWeights,IndependentDecisionVariables,InstanceSHA256,InstanceSpecSHA256,DiagnosticImplementationSHA256,RunSignature,ReportedIteration,FirstPerfectGeneration,FinalObjective,FinalPaperObjective,FinalNormalizedObjective,Perfect,RecoveryRMSE,ElapsedSeconds,EvaluationCount,TerminationReason,FinalPb,FinalPc,FinalPm,FinalSigma,ArchiveIndex5BranchCount,SelectionGeneSwapAcceptedCount,SurvivalGeneSwapAcceptedCount,MaximumRowSumResidual,MinimumAllowedWeight,MaximumStructuralZeroAbs,InitialOperatorRNGStateSHA256,FinalOperatorRNGStateSHA256,FinalChromosomeSHA256,MATLABVersion,MATLABRelease,Computer,OSName,OSVersion,OSArchitecture,ProductInventoryJSON
1,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204501,202214501,202224501,202234500,82,62,5219b01d7ae26afe4b9a0f07df7dbce4393d9b97a57334d3ea62fa324147caed,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,0d79944848379908bba5ff90be0e2318b4ef429bed25430c532d6bdbade0bb2b,1000,551,0,0,0,1,0.196273005919414,22.283352,153699,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,85,21,1542,4.44089209850063e-16,0,0,b6122fd0d192df69fd17e8deccc8a2a61902fc447b298b40f8aae8f17e001476,ab52a22bd4a047d4d4849048b131038d4261b6d6f30447666b817af1f816dfc8,42aa45f16bb1660cbe5fb25147fb607604a6e0f6534b52238e1f53b493c94321,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
2,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204502,202214502,202224502,202234500,68,48,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,e7714993288cc27ca1c891aaae15064a57aca4692eb2f6115928102bb02c4ad2,1000,200,0,0,0,1,0.139492867185251,20.6437781,150962,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,10,16,1566,5.55111512312578e-16,0,0,d68021307b8fda903399e3a502895ca914d5ae4a49875a9995129b8a10aeb35e,b9b3eb6235fad9ca74c775b0aec55ecef527bc4e54e4ff4cc9aabb86eaf8860b,9e59509a5a1fcef8853f5fabe9f55250ea6738a2484c96af02c35d3d907bfd14,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
3,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204503,202214503,202224503,202234500,66,46,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,7fd347e4a9bd5d91d327a0583c6cece2ff2679db44a933ca739d7e6e55a7c1ac,1000,296,0,0,0,1,0.152931869036443,21.473317,151179,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,2,17,1433,4.44089209850063e-16,0,0,e707274cbb4863d6185afe18545e68770f0d4d85a51da1ac6dc23fa9ca4cf502,19f4516f694052d1cc0059a1b6c892aa317f8379160f9935c5117ff69a189c55,609abbb00cb0e383f503ebe71bf2aae98f6e15aeedd89f540e5ba9580c172951,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
4,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204504,202214504,202224504,202234500,66,46,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,44cd5482378cb78c94ed8b886c7795cf00b5a45ee513c1042862df6228594985,1000,984,0,0,0,1,0.12226988499913,22.3712486,157028,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.02,0.02,0.1,62,22,1900,4.44089209850063e-16,0,0,064acac546bf0bbad20b4948b13eaa87785b1cffa241a047235312de06e85daa,a9d2e33ccf152a2263f484c17c5c6102d50b5e2390f09631abe4ad2b92226406,181cf35cbad1ecf622f92e6700cfe3facda8e11d63b0f1ef1f615380c7eab841,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
5,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204505,202214505,202224505,202234500,70,50,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,df2ce47b6c68dc712099e875401092af81204108e7adb94f00fd1c49430b1eb7,1000,330,0,0,0,1,0.0898802700401457,20.891368,149624,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,16,8,1317,4.44089209850063e-16,0,0,1e8c53061cd9f5adaf73730f88d90fae47c41b67a944f5fe6ab3f3ee196b3280,fbc2673ebedc1b56774e090f53363ac4e8a372da5846bf4963c2d4d24b88cc11,bb66b00bf92f623017ae86e4a2e18f309f814b85c752bb64996682af2ac3631a,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
6,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204506,202214506,202224506,202234500,70,50,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,4d13cf6c1ec3a8d26e64e87ba988f7aec329c63aeb4e8dcad025dfe249d6eed1,1000,149,0,0,0,1,0.134768671885482,22.543904,149472,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,187,14,1181,6.66133814775094e-16,0,0,df78b45692cf90ec986ab2e18d0e88ffef357501a9c5896bfc09cab100a1a701,2fe51ce35a317c88c30b1e830791986ecb095a293641906f686ecf1163f13186,61932c2f891b939a5b9a3a72481096cf40f7ee73c51d988d3bf149b0d3faa998,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
7,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204507,202214507,202224507,202234500,64,44,fed186a54d589e6b18f988c4c93eaf46cd1f5bd153546d7d8320b75de2345da3,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,61988b1c120efdaa5b754f9440e7feafd70a2087150aabfaf09f2a9df06d72d9,1000,103,0,0,0,1,0.124117941150858,22.643294,148852,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,6,18,1330,4.44089209850063e-16,0,0,46e62811880e49b73bf749c82f7827bfb8d278ded3fc5ff7f69aa2fb5ede332a,693fa982eaa4c12a462a1fdf4095cf2e23200e0772853785597b79fac3d745c0,6335605674c38330731ac8db1a726cac8ed4fbbcf7e087ce16a41f42605eaf06,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
8,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204508,202214508,202224508,202234500,74,54,0a7ae117ec7119d7ee58d76418e93c86a2ec0ee5499a7e9a8b59068725857b95,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,31d898ecd24ab7da10b3f3f37881839d27678a2da23d5d5b318ede41bbc00783,100000,NaN,0.000500589166342626,0.0500589166342626,0.000500589166342626,0,0.133550628010981,1790.0950062,14523557,diagnostic_max_generations,0.5,0.01,0.01,0.01,1489,14,20008,1.33226762955019e-15,0,0,1e054e9a102b16128a30a11ed3afd40218227dcb27c6459ef022264e52bd86ba,98a105911db8d8702ed1caad9cb8f0101ae8b1e2ab9e736258af60f2836afa43,186307fb5f4c728910c4a15c0bf5d351050a860bce0eb98138e91fe03830b0da,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
9,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204509,202214509,202224509,202234500,64,44,a40a9fd3e6ff813a538a6f3c259d2159f4a63d79327069ece5fee6b2e76a3dff,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,5467ad0a71349faeef32ba314710e6a5c1dbbd98575512f9b67c56972f1bfc28,1000,357,0,0,0,1,0.10351017129601,18.8636926,152531,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,5,19,1856,4.44089209850063e-16,0,0,5091c6dd3db3ebe98e490dafdb94d6b35ddfa5a3ec5491ed2e16a98b84b08415,007c03cf292979b37c5b769e81c868c9929a34405799cde099255324808857a8,22ce0f1d0aabb4910f49018ec7fa52a0b7c2b6dd445a5e9bfc9c65d83aac1e6f,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
10,Q3_RELEASED_DRIVER,Diagnostic_Q3_ReleasedDriver,1,DIAGNOSTIC ONLY - Q3 combined released-code compatibility,The combined released driver and operator semantics explain the primary miss.,failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q3_RELEASED_DRIVER,ee280eee4d3e5ba663e23f91efefa37da2c7f64d47c55b2478bc782eed03a9ec,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>,>,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,released-normalized,pre-variation,safe-row-constrained-gaussian,0,202204510,202214510,202224510,202234500,70,50,eb9243e6886b2f469daf61e5027dafaa79d3fbe80511e6fac76590359b8b5629,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,e1478d61b5524fcffd1fd1f4d3dd1e23701f6d858da24ca65aceb8f32de0ff5a,1000,160,0,0,0,1,0.157050203868031,17.941294,149481,diagnostic_perfect_at_prevariation_checkpoint,0.5,0.01,0.01,0.01,6,20,1381,4.44089209850063e-16,0,0,1d621913cac925af96152994e8b9c4c880e36814770c17230526af5840bd7828,788da5e6a5abe13a0b7fa64539d6954bbfc3c5bb4ac2739f4562ea667d8e125c,cd059c4808046fd83cd3ad29425618e3ba82c8b0bb1627ddf380dd8d301f3cc1,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
