Run,DiagnosticProfile,Variant,DiagnosticOnly,DiagnosticLabel,Hypothesis,Role,CandidateID,BaseExperimentID,DiagnosticExperimentID,ProfileDefinitionSHA256,DiagnosticContractSHA256,ValidatedPrimaryToken,PrimaryFailureSHA256,ControlHorizonComparator,ReintroductionHorizonComparator,SelectionMode,ReintroductionIndexMode,BlendingMode,SurvivalMode,ObjectiveMode,CheckpointPlacement,MutationMode,UnsafeWholeRowMutationIncluded,InstanceSeed,PopulationSeed,AlgorithmSeed,AnalysisSeed,AllowedWeights,IndependentDecisionVariables,InstanceSHA256,InstanceSpecSHA256,DiagnosticImplementationSHA256,RunSignature,ReportedIteration,FirstPerfectGeneration,FinalObjective,FinalPaperObjective,FinalNormalizedObjective,Perfect,RecoveryRMSE,ElapsedSeconds,EvaluationCount,TerminationReason,FinalPb,FinalPc,FinalPm,FinalSigma,ArchiveIndex5BranchCount,SelectionGeneSwapAcceptedCount,SurvivalGeneSwapAcceptedCount,MaximumRowSumResidual,MinimumAllowedWeight,MaximumStructuralZeroAbs,InitialOperatorRNGStateSHA256,FinalOperatorRNGStateSHA256,FinalChromosomeSHA256,MATLABVersion,MATLABRelease,Computer,OSName,OSVersion,OSArchitecture,ProductInventoryJSON
1,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204501,202214501,202224501,202234500,82,62,5219b01d7ae26afe4b9a0f07df7dbce4393d9b97a57334d3ea62fa324147caed,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,ad775a8be4b46a6748b2c59a958a7349adef194694314f79029527ae186b9972,1000,552,0,0,0,1,0.195360341058987,22.9874352,153701,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,1,21,1569,4.44089209850063e-16,0,0,b6122fd0d192df69fd17e8deccc8a2a61902fc447b298b40f8aae8f17e001476,2f71a71083c026e95119dfa61e1a22b20f4e4a32fcf0401d06354c78d3ccfc48,a98ab210802b46210d3795123066487da0d82d52a3a12b08c554dc70648595af,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
2,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204502,202214502,202224502,202234500,68,48,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,e04c20d8c45e8f2d400d1a1bfbacc19d759e76fc53d9d0f2ed932c77e9ea037d,1000,200,0,0,0,1,0.141687655045008,21.7022968,151134,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,3,16,1599,5.55111512312578e-16,0,0,d68021307b8fda903399e3a502895ca914d5ae4a49875a9995129b8a10aeb35e,af68c2c8851af9c9f814968403bb4555580c0923997ea89d8ee101ef24383f10,3318ff2e1bbc39c7a5ee87560d1db582e89b865a518fbee8a6f6220fd8e16d6a,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
3,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204503,202214503,202224503,202234500,66,46,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,95cae2c0d23175cc7b081b518d45ccc3e05fd1fe58cf6291be8b56b738561fe5,1000,295,0,0,0,1,0.142803861052141,20.7154534,151278,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,31,17,1425,4.44089209850063e-16,0,0,e707274cbb4863d6185afe18545e68770f0d4d85a51da1ac6dc23fa9ca4cf502,215e83e3353a45b95ca77fde44dd270df3f30008a00de245f91330f40957f3a1,18bcd4aedac34c1dcb6a433fd0ba729421827513275a50bb1a9203dce0be5b0d,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
4,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204504,202214504,202224504,202234500,66,46,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,c23085ff4b88a238c612998f93e64296174fd14e78915c5fc5194de332812de1,1000,938,0,0,0,1,0.127253722132545,22.4400003,157164,diagnostic_perfect_at_completed_checkpoint,0.5,0.02,0.02,0.1,67,22,1886,4.44089209850063e-16,0,0,064acac546bf0bbad20b4948b13eaa87785b1cffa241a047235312de06e85daa,1ffb0f0cb903575c31af949063407bf59bcb776f5613d76a01fe948bac989d20,06d0c689cce2a1e67c4844bc03c148dd316bc988678f4dade0fbb3085ee942b4,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
5,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204505,202214505,202224505,202234500,70,50,e0ba7c086338b12d11ae465ff8bc0016fe8b6b0317f6655ddc5c6b1bee530463,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,a1a57ac823628b36d1e97a7cbafb13029c692148ef1cf6e5bba06b50ede12f84,1000,328,0,0,0,1,0.0862750985871559,20.4383268,149781,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,46,8,1323,5.55111512312578e-16,0,0,1e8c53061cd9f5adaf73730f88d90fae47c41b67a944f5fe6ab3f3ee196b3280,6c86d9ea3934ad86287b5bf6c400fde0ed9bb1f0bdd70f706271d4aa11311bc7,68e2860bd102f61c00b8f6c3bd0a277a0ad15986af70708684546b24b3e59c53,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
6,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204506,202214506,202224506,202234500,70,50,ad4c8fb6ceae17e7ecd4d1a942a66fb1d259533554f5a9756e62e2aeb8c6e4b6,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,0fe682a05a49702c69557adb75f3430a7da7b95d8a843ec590faae9456577792,1000,149,0,0,0,1,0.119789575705175,20.6915116,149584,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,196,14,1176,4.44089209850063e-16,0,0,df78b45692cf90ec986ab2e18d0e88ffef357501a9c5896bfc09cab100a1a701,c53483a80b4b490879077fe756802a4db60de5eb189e147bd11ddec083c6b4dd,d34365c727e332afe13cd11ede8d669352be6c621710638d45d9a8d9fcdbe870,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
7,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204507,202214507,202224507,202234500,64,44,fed186a54d589e6b18f988c4c93eaf46cd1f5bd153546d7d8320b75de2345da3,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,f986404b466d9bd92c7b27377657fca37fb0cc10fb47beece717b87a3efd2d35,1000,103,0,0,0,1,0.121599311264256,23.4276787,148915,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,9,18,1331,4.44089209850063e-16,0,0,46e62811880e49b73bf749c82f7827bfb8d278ded3fc5ff7f69aa2fb5ede332a,f594cb75a995fc91fb3b4d598130c4975b6543f1a5ffea23a1e927d215f24918,262081d89d239bc059fbcfa671353070e219c2ce5e178d7e6a021f5a5bdf2d92,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
8,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204508,202214508,202224508,202234500,74,54,0a7ae117ec7119d7ee58d76418e93c86a2ec0ee5499a7e9a8b59068725857b95,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,42e0c2aae3e34ef7f671657ec7f2241fe9f93c68ac852a95dfb4f5ba8b49d3f5,100000,NaN,0.0500823612629955,0.0500823612629955,0.000500823612629955,0,0.131904286469602,2354.7429864,14531174,diagnostic_max_generations,0.5,0.01,0.01,0.01,1997,14,27556,1.33226762955019e-15,0,0,1e054e9a102b16128a30a11ed3afd40218227dcb27c6459ef022264e52bd86ba,98a105911db8d8702ed1caad9cb8f0101ae8b1e2ab9e736258af60f2836afa43,34547580ec748717fdc5003661a32b71714b40c8688ac7632bf611a6ce1b4d6b,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
9,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204509,202214509,202224509,202234500,64,44,a40a9fd3e6ff813a538a6f3c259d2159f4a63d79327069ece5fee6b2e76a3dff,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,d37ef47731ed1e004809fda66f91fb52e6008aa2aec06266aa89fa080a804fe7,1000,357,0,0,0,1,0.106757489666008,19.9796338,152506,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,37,19,1867,4.44089209850063e-16,0,0,5091c6dd3db3ebe98e490dafdb94d6b35ddfa5a3ec5491ed2e16a98b84b08415,7f7e31c0828e8c216a48fca436ea58d0b6892afc9157b8fc37f96c18abf5780a,fe0fe18dc4f957272a6e408607204f71d4e68d73a3faa4751d56f3b9aeb6c955,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
10,Q2_RELEASED_OPERATORS,Diagnostic_Q2_ReleasedOperators,1,DIAGNOSTIC ONLY - Q2 released structural operators,"Released selection, stale reintroduction index, sequential blending, and survival explain the primary miss.",failure-diagnostic,USA-001,JC2022_N20_D2_T6_B10_C21_MMM_I200,JC2022_N20_D2_T6_B10_C21_MMM_I200_Q2_RELEASED_OPERATORS,4163ae22d6603357a257dbd163737e15605c2dd4d00bf56c3cf04f194f137fbf,d9c0e1f6f17b2d9b964b41b99f9b1c2250533682a0e91cc33a58baa2855bf38a,8cd76dbad8b9bc11a570d0c77be1bc9d063fd7caee8bf395350fc11a36671bdb,02f05a4b38a7b8a4b084722530f65443c1862e3d7a89a9f23b8d66d8f282a867,>=,>=,released-hardcoded-index5,released-stale-pre-reorder,released-sequential-alias,released-offspring-wins-tie,paper-unnormalized,completed-generation,safe-row-constrained-gaussian,0,202204510,202214510,202224510,202234500,70,50,eb9243e6886b2f469daf61e5027dafaa79d3fbe80511e6fac76590359b8b5629,ae6c4d2283db1ca44c2c31d31699b53f262617e0f5b34e87651beddb0387cb7d,738259aa867a32fb64e16e9bc7e77401f343a49fd44ea5f4f293188d79c92f3f,e8844f275e72ed4ca987275291a14f1a3abf45dc34bd9d8719c2042e68965525,1000,160,0,0,0,1,0.155317865679595,21.1828574,149576,diagnostic_perfect_at_completed_checkpoint,0.5,0.01,0.01,0.01,14,20,1388,4.44089209850063e-16,0,0,1d621913cac925af96152994e8b9c4c880e36814770c17230526af5840bd7828,637cdc179fba545221555fb10abf150684e3b8d9480709fec88ba4ec533cef3d,fe9816fbac0bc2c5eac23dd401632923ce55453df89dffd2cc5ac6e3272e9cc9,26.1.0.3312084 (R2026a) Update 4,2026a,PCWIN64,Windows 10,10.0,amd64,"[{""name"":""Global Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""MATLAB"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Optimization Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Parallel Computing Toolbox"",""version"":""26.1"",""release"":""(R2026a)""},{""name"":""Statistics and Machine Learning Toolbox"",""version"":""26.1"",""release"":""(R2026a)""}]"
